bu_code;bu_naam;gm_naam
BU00808103;Mantgum;Leeuwarden
BU00808104;Buitengebied Mantgum;Leeuwarden
BU00808105;Weidum;Leeuwarden
BU00808106;Buitengebied Weidum;Leeuwarden
BU00808107;Jellum;Leeuwarden
BU00808108;Bears;Leeuwarden
BU00808109;Jorwert;Leeuwarden
BU00808110;Buitengebied Jorwert;Leeuwarden
BU00808111;Hilaard;Leeuwarden
BU00808112;Buitengebied Hilaard;Leeuwarden
BU00808113;Húns;Leeuwarden
BU00808114;Leons;Leeuwarden
BU00808115;Baard;Leeuwarden
BU00808116;Easterlittens;Leeuwarden
BU00808117;Buitengebied Easterlittens;Leeuwarden
BU00808201;Reduzum;Leeuwarden
BU00808202;Buitengebied Reduzum;Leeuwarden
BU00808203;Eagum;Leeuwarden
BU00808204;Idaerd;Leeuwarden
BU00808205;Friens;Leeuwarden
BU00808206;Grou;Leeuwarden
BU00808207;Buitengebied Grou;Leeuwarden
BU00808208;Jirnsum;Leeuwarden
BU00808209;Buitengebied Jirnsum;Leeuwarden
BU00850101;Appelscha-Bruggelaan;Ooststellingwerf
BU00850102;Appelscha-De Valouwe;Ooststellingwerf
BU00850103;Appelscha-Drentseweg;Ooststellingwerf
BU00850104;Appelscha-Midden Oost;Ooststellingwerf
BU00850105;Appelscha-Midden West;Ooststellingwerf
BU00850106;Appelscha-Noord;Ooststellingwerf
BU00850107;Appelscha-Steegdenhal;Ooststellingwerf
BU00850108;Appelscha-Toogwijk;Ooststellingwerf
BU00850109;Appelscha-Vaart;Ooststellingwerf
BU00850110;Appelscha-Van Emstweg;Ooststellingwerf
BU00850111;Appelscha-Buitengebied;Ooststellingwerf
BU00850201;Donkerbroek-Noord;Ooststellingwerf
BU00850202;Donkerbroek-Zuid;Ooststellingwerf
BU00850203;Donkerbroek-Buitengebied;Ooststellingwerf
BU00850301;Elsloo;Ooststellingwerf
BU00850302;Elsloo-Buitengebied;Ooststellingwerf
BU00850401;Fochteloo;Ooststellingwerf
BU00850402;Fochteloo-Buitengebied;Ooststellingwerf
BU00850501;Haule;Ooststellingwerf
BU00850502;Haule-Buitengebied;Ooststellingwerf
BU00850601;Haulerwijk-Bruïneweg;Ooststellingwerf
BU00850602;Haulerwijk-Hoofdweg;Ooststellingwerf
BU00850603;Haulerwijk-Noord-Oost;Ooststellingwerf
BU00850604;Haulerwijk-Noord-West;Ooststellingwerf
BU00850605;Haulerwijk-Oosterwoldseweg;Ooststellingwerf
BU00850606;Haulerwijk-Sinnehiem;Ooststellingwerf
BU00850607;Haulerwijk-Industrie;Ooststellingwerf
BU00850608;Haulerwijk-Buitengebied;Ooststellingwerf
BU00850701;Langedijke;Ooststellingwerf
BU00850702;Langedijke-Buitengebied;Ooststellingwerf
BU00850801;Makkinga;Ooststellingwerf
BU00850802;Makkinga-Buitengebied;Ooststellingwerf
BU00850901;Nijeberkoop;Ooststellingwerf
BU00850902;Nijeberkoop-Buitengebied;Ooststellingwerf
BU00851001;Oldeberkoop-Oost;Ooststellingwerf
BU00851002;Oldeberkoop-West;Ooststellingwerf
BU00851003;Oldeberkoop-Buitengebied;Ooststellingwerf
BU00851101;Oosterwolde-Maden;Ooststellingwerf
BU00851102;Oosterwolde-Biezenkamp;Ooststellingwerf
BU00851103;Oosterwolde-Prandinga;Ooststellingwerf
BU00851104;Oosterwolde-Weemeweg;Ooststellingwerf
BU00851105;Oosterwolde-Centrum-Noord-West;Ooststellingwerf
BU00851106;Oosterwolde-Centrum-Noord-Oost;Ooststellingwerf
BU00851107;Oosterwolde-Noord-Oost;Ooststellingwerf
BU00851108;Oosterwolde-Hieming;Ooststellingwerf
BU00851109;Oosterwolde-Schottelenburg;Ooststellingwerf
BU00851110;Oosterwolde-Duistereweg;Ooststellingwerf
BU00851111;Oosterwolde-Slatten;Ooststellingwerf
BU00851112;Oosterwolde-Zuid;Ooststellingwerf
BU00851113;Oosterwolde-Centrum-Zuid-Oost;Ooststellingwerf
BU00851114;Oosterwolde-Iris;Ooststellingwerf
BU00851115;Oosterwolde-Snellingerdijk;Ooststellingwerf
BU00851116;Oosterwolde-Haerenkwartier;Ooststellingwerf
BU00851117;Oosterwolde-Industrie;Ooststellingwerf
BU00851118;Oosterwolde-Buitengebied;Ooststellingwerf
BU00851201;Ravenswoud;Ooststellingwerf
BU00851202;Ravenswoud-Buitengebied;Ooststellingwerf
BU00851301;Waskemeer;Ooststellingwerf
BU00851302;Waskemeer-Buitengebied;Ooststellingwerf
BU00860101;Bakkeveen-Centrum;Opsterland
BU00860102;Bakkeveen-De Kampen;Opsterland
BU00860103;Bakkeveen-Buitengebied;Opsterland
BU00860201;Beetsterzwaag-Centrum;Opsterland
BU00860202;Beetsterzwaag-Merkelan;Opsterland
BU00860203;Beetsterzwaag-Skeakel;Opsterland
BU00860204;Beetsterzwaag-Talant;Opsterland
BU00860205;Beetsterzwaag-Hup strjitten;Opsterland
BU00860206;Beetsterzwaag-Singels;Opsterland
BU00860207;Beetsterzwaag-Roekebosk;Opsterland
BU00860208;Beetsterzwaag-Olterterp;Opsterland
BU00860209;Beetsterzwaag-Buitengebied;Opsterland
BU00860401;Frieschepalen-Kom;Opsterland
BU00860402;Frieschepalen-Buitengebied;Opsterland
BU00860501;Gorredijk-Centrum;Opsterland
BU00860502;Gorredijk-De Kromten;Opsterland
BU00860503;Gorredijk-IJ buurt;Opsterland
BU00860504;Gorredijk-Bloemenwijk;Opsterland
BU00860505;Gorredijk-Loevestein;Opsterland
BU00860506;Gorredijk-Groene Long;Opsterland
BU00860507;Gorredijk-Miente;Opsterland
BU00860508;Gorredijk-Buitengebied;Opsterland
BU00860601;Hemrik-Kom;Opsterland
BU00860602;Hemrik-Buitengebied;Opsterland
BU00860701;Jonkerslan-Kom;Opsterland
BU00860702;Jonkerslan-Buitengebied;Opsterland
BU00860801;Langezwaag-Kom;Opsterland
BU00860802;Langezwaag-Buitengebied;Opsterland
BU00860901;Lippenhuizen-Kom;Opsterland
BU00860902;Lippenhuizen-Buitengebied;Opsterland
BU00861001;Luxwoude-Kom;Opsterland
BU00861002;Luxwoude-Buitengebied;Opsterland
BU00861101;Nij Beets-Kom;Opsterland
BU00861102;Nij Beets-Buitengebied;Opsterland
BU00861301;Siegerswoude-Kom;Opsterland
BU00861302;Siegerswoude-Buitengebied;Opsterland
BU00861401;Terwispel-Kom;Opsterland
BU00861402;Terwispel-Buitengebied;Opsterland
BU00861501;Tijnje-Kom;Opsterland
BU00861502;Tijnje-Buitengebied;Opsterland
BU00861601;Ureterp-Centrum;Opsterland
BU00861602;Ureterp-Buorfinne;Opsterland
BU00861603;Ureterp-Gilden;Opsterland
BU00861604;Ureterp-De Ekers;Opsterland
BU00861605;Ureterp-Fugelliet;Opsterland
BU00861606;Ureterp-Drachten-Azeven;Opsterland
BU00861607;Ureterp-Buitengebied;Opsterland
BU00861701;Wijnjewoude-Centrum;Opsterland
BU00861702;Wijnjewoude-Gentiaan;Opsterland
BU00861703;Wijnjewoude-Buitengebied-Kleine Groningen;Opsterland
BU00880000;Schiermonnikoog;Schiermonnikoog
BU00880009;Verspreide huizen Schiermonnikoog;Schiermonnikoog
BU00900001;Centrum;Smallingerland
BU00900002;De Wiken;Smallingerland
BU00900003;De Singels;Smallingerland
BU00900004;De Drait;Smallingerland
BU00900005;De Wiken-Oost;Smallingerland
BU00900006;De Venen;Smallingerland
BU00900007;De Folgeren;Smallingerland
BU00900008;De Swetten;Smallingerland
BU00900009;De Bouwen;Smallingerland
BU00900010;Noordoost;Smallingerland
BU00900011;De Haven;Smallingerland
BU00900012;Buitengebied Drachten;Smallingerland
BU00900013;De Trisken;Smallingerland
BU00900014;Fennepark;Smallingerland
BU00900015;Himsterhout;Smallingerland
BU00900016;Bedrijvenpark;Smallingerland
BU00900017;Vrijburg;Smallingerland
BU00900018;Burmaniapark;Smallingerland
BU00900120;Opeinde;Smallingerland
BU00900121;Rottevalle;Smallingerland
BU00900122;Houtigehage;Smallingerland
BU00900123;Drachtstercompagnie;Smallingerland
BU00900124;Kortehemmen;Smallingerland
BU00900125;Boornbergum;Smallingerland
BU00900126;De Wilgen;Smallingerland
BU00900127;Smalle Ee;Smallingerland
BU00900128;De Veenhoop;Smallingerland
BU00900129;Goengahuizen;Smallingerland
BU00900130;Oudega;Smallingerland
BU00900131;Nijega;Smallingerland
BU00900132;De Tike;Smallingerland
BU00930000;West-Terschelling;Terschelling
BU00930002;Verspreide huizen West-Terschelling;Terschelling
BU00930110;Midsland;Terschelling
BU00930111;Verspreide huizen Midsland-Zuid;Terschelling
BU00930112;Verspreide huizen Midsland-Noord;Terschelling
BU00930213;Formerum;Terschelling
BU00930214;Verspreide huizen Formerum-Zuid;Terschelling
BU00930215;Verspreide huizen Formerum-Noord;Terschelling
BU00930316;Lies;Terschelling
BU00930317;Verspreide huizen Lies-Zuid;Terschelling
BU00930418;Koegelwieck;Terschelling
BU00930419;Hoorn;Terschelling
BU00930420;Verspreide huizen Hoorn-Zuid;Terschelling
BU00930521;Oosterend;Terschelling
BU00930522;Verspreide huizen Oosterend-Zuid;Terschelling
BU00930523;De Boschplaat;Terschelling
BU00960000;Oost-Vlieland;Vlieland
BU00960009;Verspreide huizen Vlieland;Vlieland
BU00980001;Wolvega-Schipsloot;Weststellingwerf
BU00980002;Wolvega-Om de Noort;Weststellingwerf
BU00980003;Wolvega-Wolvega Noord;Weststellingwerf
BU00980004;Wolvega-De Meulepolle;Weststellingwerf
BU00980005;Wolvega-Vogelbuurt;Weststellingwerf
BU00980006;Wolvega-Stuyvesantbuurt;Weststellingwerf
BU00980007;Wolvega-Stationsbuurt;Weststellingwerf
BU00980008;Wolvega-De Scheene;Weststellingwerf
BU00980009;Wolvega-Tuindorp;Weststellingwerf
BU00980010;Wolvega-Schildersbuurt;Weststellingwerf
BU00980011;Wolvega-De Heidepolle;Weststellingwerf
BU00980012;Wolvega-Oranjebuurt;Weststellingwerf
BU00980013;Wolvega-De Muziekbuurt;Weststellingwerf
BU00980014;Wolvega-Centrum;Weststellingwerf
BU00980015;Wolvega-Lindenoord;Weststellingwerf
BU00980016;Wolvega-Staatsliedenbuurt;Weststellingwerf
BU00980017;Wolvega-Bloemenbuurt;Weststellingwerf
BU00980018;Wolvega-De Stedes;Weststellingwerf
BU00980019;Wolvega-Vlinderwijk;Weststellingwerf
BU00980020;Wolvega-Lindewijk;Weststellingwerf
BU00980021;Wolvega-Buitengebied;Weststellingwerf
BU00980101;Nijeholtwolde;Weststellingwerf
BU00980102;Oldeholtwolde;Weststellingwerf
BU00980103;Ter Idzard;Weststellingwerf
BU00980104;Ter Idzard-Buitengebied;Weststellingwerf
BU00980201;Nijelamer;Weststellingwerf
BU00980202;Oldelamer;Weststellingwerf
BU00980301;Langelille;Weststellingwerf
BU00980302;Langeville-Buitengebied;Weststellingwerf
BU00980303;Munnekeburen;Weststellingwerf
BU00980304;Munnekeburen-Buitengebied;Weststellingwerf
BU00980305;Nijetrijne;Weststellingwerf
BU00980401;Scherpenzeel;Weststellingwerf
BU00980402;Scherpenzeel-Buitengebied;Weststellingwerf
BU00980403;Slijkenburg-Spanga;Weststellingwerf
BU00980501;Oldetrijne;Weststellingwerf
BU00980502;Sonnega;Weststellingwerf
BU00980601;Blesdijke;Weststellingwerf
BU00980602;Blesdijke-Buitengebied;Weststellingwerf
BU00980701;De Blesse;Weststellingwerf
BU00980702;Peperga;Weststellingwerf
BU00980801;Steggerda;Weststellingwerf
BU00980802;Steggerda-Buitengebied;Weststellingwerf
BU00980901;De Hoeve;Weststellingwerf
BU00980902;De Hoeve-Buitengebied;Weststellingwerf
BU00980903;Vinkega;Weststellingwerf
BU00981001;Noordwolde-Geldering;Weststellingwerf
BU00981002;Noordwolde-Industrie;Weststellingwerf
BU00981003;Noordwolde-Hoofdstraat;Weststellingwerf
BU00981004;Noordwolde-Haenepolle;Weststellingwerf
BU00981005;Noordwolde-Rotanwijk;Weststellingwerf
BU00981006;Noordwolde-Recreatie;Weststellingwerf
BU00981007;Noordwolde-De Stelling;Weststellingwerf
BU00981008;Noordwolde-Zuid;Weststellingwerf
BU00981009;Noordwolde-Buitengebied;Weststellingwerf
BU00981101;Oosterstreek;Weststellingwerf
BU00981102;Oosterstreek-Buitengebied;Weststellingwerf
BU00981201;Zandhuizen;Weststellingwerf
BU00981301;Boijl;Weststellingwerf
BU00981302;Boijl-Buitengebied;Weststellingwerf
BU00981401;Nijeholtpade;Weststellingwerf
BU00981402;Nijeholtpade-Buitengebied;Weststellingwerf
BU00981501;Oldeholtpade;Weststellingwerf
BU00981502;Oldeholtpade-Buitengebied;Weststellingwerf
BU01060000;Brinkkwartier;Assen
BU01060001;Erfgoedkwartier;Assen
BU01060002;Overcingel;Assen
BU01060003;Oranjebuurt;Assen
BU01060004;Galgenveld;Assen
BU01060005;Koopmanskwartier;Assen
BU01060006;Cultureelkwartier;Assen
BU01060007;Oude Gasfabriek;Assen
BU01060008;De Hertenkamp;Assen
BU01060009;Asserbos;Assen
BU01060010;De Esch;Assen
BU01060011;Bomenbuurt;Assen
BU01060012;Zuiderpark;Assen
BU01060100;De Lariks Oost;Assen
BU01060101;Landgoed Lariks;Assen
BU01060102;De Lariks West;Assen
BU01060103;Luchiesland Zuid;Assen
BU01060104;Zuid Molukse Buurt;Assen
BU01060105;Luchiesland Noord;Assen
BU01060200;Oude Molenbuurt;Assen
BU01060201;Dichtershof;Assen
BU01060202;Veningerland;Assen
BU01060203;Zwarte Water;Assen
BU01060204;Componistenbuurt West;Assen
BU01060205;Componistenbuurt Oost;Assen
BU01060302;Houtlaan;Assen
BU01060303;Vreebergen/Amelterhout;Assen
BU01060304;Schildersbuurt;Assen
BU01060305;Vredeveld Noord;Assen
BU01060306;Sluisdennen;Assen
BU01060307;Vredeveld Zuid;Assen
BU01060308;De Dorpen;Assen
BU01060309;GGZ-terrein;Assen
BU01060310;Park Diepstroeten;Assen
BU01060311;Vanboeijen;Assen
BU01060400;Pittelo Zuid;Assen
BU01060401;Pittelo Midden;Assen
BU01060402;Pittelo Noord;Assen
BU01060403;Recreatiepark Pittelo;Assen
BU01060500;De Maten;Assen
BU01060501;De Boskamp;Assen
BU01060502;Baggelhuizen Zuid;Assen
BU01060503;Baggelhuizen Midden;Assen
BU01060504;Baggelhuizen Noord;Assen
BU01060505;Lauwers;Assen
BU01060506;Huize Nassau;Assen
BU01060507;Kazerneterrein;Assen
BU01060508;Westerpark;Assen
BU01060509;Sportpark Stadsbroek;Assen
BU01060600;De Venen/De Wallen;Assen
BU01060601;De Velden/De Stukken;Assen
BU01060602;De Landen/De Akkers;Assen
BU01060603;De Kampen/De Essen;Assen
BU01060604;Peelerpark;Assen
BU01060700;Messchenveld;Assen
BU01060701;De Messchen;Assen
BU01060702;De Hamels;Assen
BU01060703;De Kleuven;Assen
BU01060704;De Dreven;Assen
BU01060705;De Breeen;Assen
BU01060706;De Hoven;Assen
BU01060707;De Heugten;Assen
BU01060708;De Beemden;Assen
BU01060709;De Hullen;Assen
BU01060710;De Stoepen;Assen
BU01060711;De Goorns;Assen
BU01060712;Bedrijventerrein Marsdijk West;Assen
BU01060713;Bedrijventerrein West;Assen
BU01060714;Bedrijventerrein Oost;Assen
BU01060715;Bedrijventerrein Marsdijk Oost;Assen
BU01060716;Havenkanaal Noordzijde;Assen
BU01060717;Havenkanaal Zuidzijde;Assen
BU01060800;Kloosterveste;Assen
BU01060801;Kloostertuinen;Assen
BU01060802;Kloosterhaven;Assen
BU01060803;Kloosterlanen;Assen
BU01060804;Kloosterhoven;Assen
BU01060805;Kloosterstede;Assen
BU01060806;Kloostergaarde;Assen
BU01060807;Kloosterhage;Assen
BU01060808;Kloosterkade;Assen
BU01060809;Sterrenbeeldenbuurt;Assen
BU01060810;Planetenbuurt;Assen
BU01060811;De Zoom;Assen
BU01060812;De Hoogspanning;Assen
BU01060813;Groene Dijk;Assen
BU01060815;Kloosterhout;Assen
BU01060816;Kloosterbos;Assen
BU01060817;Kloosterakker;Assen
BU01060899;Uitbreidingsgebied Kloosterveen;Assen
BU01069900;Loon;Assen
BU01069901;Buitengebied Loon;Assen
BU01069902;Het Grote Veld;Assen
BU01069903;Buitengebied Ubbena Oost;Assen
BU01069904;Ubbena;Assen
BU01069905;Buitengebied Ubbena West;Assen
BU01069906;Rhee;Assen
BU01069907;Buitengebied Ter Aard;Assen
BU01069908;Ter Aard;Assen
BU01069909;Zeijerveld;Assen
BU01069910;Bos en Golf;Assen
BU01069911;Buitengebied Witten;Assen
BU01069912;Witten;Assen
BU01069913;Graswijkbuurt;Assen
BU01069914;Buitengebied Anreep;Assen
BU01069915;Anreep/Schieven;Assen
BU01069916;Buitengebied Schieven;Assen
BU01069917;Natuurgebied Amelte;Assen
BU01069918;Dijkveld;Assen
BU01091000;Coevorden-Centrum;Coevorden
BU01091001;Lootuinen;Coevorden
BU01091002;Poppenhare;Coevorden
BU01091003;Binnenvree Buitenvree Pikveld;Coevorden
BU01091004;De Heege;Coevorden
BU01091006;Klooster;Coevorden
BU01091007;Ballast;Coevorden
BU01091008;De Loo;Coevorden
BU01091009;Verspreide huizen Coevorden;Coevorden
BU01091010;Holwert;Coevorden
BU01091011;Hare;Coevorden
BU01091012;Leeuwerikenveld;Coevorden
BU01091013;De Heege en De Mars;Coevorden
BU01091014;Klinkenvlier;Coevorden
BU01091015;Ossehaar;Coevorden
BU01091116;Steenwijksmoer;Coevorden
BU01091117;Verspreide huizen Steenwijksmoer;Coevorden
BU01091218;Nieuwe Krim;Coevorden
BU01091219;Verspreide huizen Nieuwe Krim;Coevorden
BU01091320;Verspreide huizen Weijerswold;Coevorden
BU01091421;Verspreide huizen Vlieghuis en Padhuis;Coevorden
BU01092022;Dalen;Coevorden
BU01092023;Verspreide huizen Dalen;Coevorden
BU01092024;Wachtum;Coevorden
BU01092025;Verspreide huizen Wachtum;Coevorden
BU01092026;Dalerpeel;Coevorden
BU01092027;Verspreide huizen Dalerpeel;Coevorden
BU01092028;Dalerveen;Coevorden
BU01092029;Verspreide huizen Dalerveen;Coevorden
BU01092030;Stieltjeskanaal;Coevorden
BU01092031;Verspreide huizen Stieltjeskanaal;Coevorden
BU01093032;Oosterhesselen;Coevorden
BU01093033;Verspreide huizen Oosterhesselen;Coevorden
BU01093034;Gees;Coevorden
BU01093035;Verspreide huizen Gees;Coevorden
BU01093036;Zwinderen;Coevorden
BU01093037;Verspreide huizen Zwinderen;Coevorden
BU01093038;Geesbrug;Coevorden
BU01093039;Verspreide huizen Geesbrug;Coevorden
BU01093068;Verspreide huizen Nieuwlande;Coevorden
BU01094040;Sleen;Coevorden
BU01094041;Diphoorn;Coevorden
BU01094042;Verspreide huizen Sleen;Coevorden
BU01094043;Noord-Sleen;Coevorden
BU01094044;'t Haantje;Coevorden
BU01094045;Verspreide huizen 't Haantje;Coevorden
BU01094046;Verspreide huizen Noord-Sleen;Coevorden
BU01094047;Schoonoord;Coevorden
BU01094048;De Kiel;Coevorden
BU01094049;Verspreide huizen De Kiel;Coevorden
BU01094050;Verspreide huizen Kibbelveen;Coevorden
BU01094051;Verspreide huizen Schoonoord;Coevorden
BU01094052;Verspreide huizen Veenoord;Coevorden
BU01094053;Erm;Coevorden
BU01094054;Achterste Erm;Coevorden
BU01094055;Holsloot;Coevorden
BU01094056;Verspreide huizen Holsloot;Coevorden
BU01094057;Verspreide huizen Erm;Coevorden
BU01095058;Zweeloo;Coevorden
BU01095059;Aalden;Coevorden
BU01095060;Verspreide huizen Zweeloo;Coevorden
BU01095061;Meppen;Coevorden
BU01095062;Verspreide huizen Meppen;Coevorden
BU01095063;Wezup;Coevorden
BU01095064;Wezuperbrug;Coevorden
BU01095065;Benneveld;Coevorden
BU01095066;Verspreide huizen Benneveld;Coevorden
BU01095067;Verspreide huizen Wezuperbrug;Coevorden
BU01140100;Derde Kruisdiep;Emmen
BU01140101;Eerste Kruisdiep;Emmen
BU01140102;Tramwijk;Emmen
BU01140103;Achterdiep;Emmen
BU01140104;Weerdingerkanaal;Emmen
BU01140106;Siepelveen;Emmen
BU01140109;Verspreide huizen Nieuw-Weerdinge;Emmen
BU01140200;Roswinkel-Centrum;Emmen
BU01140206;Oude Schuttingskanaal;Emmen
BU01140208;Roswinkelerstraat;Emmen
BU01140209;Verspreide huizen Roswinkel;Emmen
BU01140300;Emmer-Compascuum-Centrum;Emmen
BU01140301;Emmer-Erfscheidenveen;Emmen
BU01140302;Foxel;Emmen
BU01140303;Oosterdiep;Emmen
BU01140304;Hoofdkanaal;Emmen
BU01140309;Verspreide huizen Emmer-Compascuum;Emmen
BU01140400;Barger-Compascuum-Centrum;Emmen
BU01140401;Scholtenskanaal;Emmen
BU01140402;Verlengde Oosterdiep;Emmen
BU01140408;Limietweg;Emmen
BU01140409;Verspreide huizen Barger-Compascuum;Emmen
BU01140500;Nieuw-Dordrecht-Centrum;Emmen
BU01140502;Oranjedorp;Emmen
BU01140503;Vastenow;Emmen
BU01140504;Herenstreek;Emmen
BU01140509;Verspreide huizen Nieuw-Dordrecht;Emmen
BU01140600;Nieuw-Amsterdam-Centrum;Emmen
BU01140601;Barger-Erfscheidenveen;Emmen
BU01140608;Langs de Vaart;Emmen
BU01140609;Verspreide huizen Nieuw-Amsterdam;Emmen
BU01140700;Erica-Centrum;Emmen
BU01140701;Amsterdamscheveld;Emmen
BU01140702;Beekweg;Emmen
BU01140707;Verlengde Vaart;Emmen
BU01140708;Ericasestraat;Emmen
BU01140709;Verspreide huizen Erica;Emmen
BU01140800;Klazienaveen-Noord;Emmen
BU01140801;Klazienaveen-Zuid;Emmen
BU01140802;Barger-Oosterveen;Emmen
BU01140803;Kloostermanswijk;Emmen
BU01140804;Dordsedijk;Emmen
BU01140806;Derksweg;Emmen
BU01140807;Tuinbouwcentrum Klazienaveen;Emmen
BU01140809;Verspreide huizen Klazienaveen;Emmen
BU01140900;Zwartemeer-Centrum;Emmen
BU01140901;Kamerlingswijk;Emmen
BU01140909;Verspreide huizen Zwartemeer;Emmen
BU01141000;Schoonebeek;Emmen
BU01141001;Oosterse Bos en Middendorp;Emmen
BU01141002;Westerse Bos;Emmen
BU01141003;Zandpol;Emmen
BU01141004;Industrieterrein De Vierslagen;Emmen
BU01141009;Verspreide huizen Schoonebeek;Emmen
BU01141300;Veenoord;Emmen
BU01141308;Ermerveen;Emmen
BU01141309;Verspreide huizen Veenoord;Emmen
BU01142100;Nieuw-Schoonebeek;Emmen
BU01142101;Westelijk Nieuw-Schoonebeek;Emmen
BU01142102;Oostelijk Nieuw-Schoonebeek;Emmen
BU01142109;Verspreide huizen Nieuw-Schoonebeek;Emmen
BU01143200;Weiteveen;Emmen
BU01143201;Westelijk en oostelijk Weiteveen;Emmen
BU01143209;Verspreide huizen Weiteveen;Emmen
BU01144000;Emmen-Centrum;Emmen
BU01144100;Emmen-omgeving Oude Roswinkelerweg;Emmen
BU01144101;Emmen over 't spoor;Emmen
BU01144200;Emmermeer;Emmen
BU01144300;Angelslo;Emmen
BU01144400;Emmerhout;Emmen
BU01144500;Emmerschans;Emmen
BU01144600;Bargeres;Emmen
BU01144700;Rietlanden;Emmen
BU01144800;Parc Sandur;Emmen
BU01144900;Delftlanden;Emmen
BU01145000;Barger-Oosterveld;Emmen
BU01145100;Weerdinge;Emmen
BU01145101;Westenesch;Emmen
BU01145109;Verspreide huizen Emmen;Emmen
BU01145200;Noordbarge;Emmen
BU01145201;Zuidbarge;Emmen
BU01145300;Industrieterrein Bargermeer;Emmen
BU01145301;Bedrijvenpark A37;Emmen
BU01185000;Centrum;Hoogeveen
BU01185001;Noord;Hoogeveen
BU01185002;Bentinckspark;Hoogeveen
BU01185003;Krakeel;Hoogeveen
BU01185004;Wolfsbos;Hoogeveen
BU01185005;Zuid;Hoogeveen
BU01185006;Venesluis;Hoogeveen
BU01185007;West;Hoogeveen
BU01185008;Oost;Hoogeveen
BU01185100;Steenbergerweiden;Hoogeveen
